LEAID,#schools,#students,district,state,Tier
632310,7,3422.0,Rescue Union Elementary,CA,Tier 2
632340,1,16.0,Kashia Elementary,CA,Tier 1
632370,30,24442.0,Rialto Unified,CA,Tier 4
632400,1,234.0,Richfield Elementary,CA,Tier 1
632430,1,557.0,Richgrove Elementary,CA,Tier 1
632520,1,211.0,Richmond Elementary,CA,Tier 1
632550,54,27274.0,West Contra Costa Unified,CA,Tier 4
632610,7,2922.0,Rim of the World Unified,CA,Tier 2
632640,9,3090.0,Rincon Valley Union Elementary,CA,Tier 2
632710,2,992.0,Rio Bravo-Greeley Union Elementary,CA,Tier 1
632730,2,299.0,Rio Dell Elementary,CA,Tier 1
632760,9,5208.0,Rio Elementary,CA,Tier 3
632880,7,3303.0,Ripon Unified,CA,Tier 2
633110,11,1870.0,River Delta Joint Unified,CA,Tier 1
633150,49,39395.0,Riverside Unified,CA,Tier 4
633210,2,170.0,Roberts Ferry Union Elementary,CA,Tier 1
633240,6,1953.0,Robla Elementary,CA,Tier 1
633270,1,320.0,Rockford Elementary,CA,Tier 1
633390,5,4060.0,Romoland Elementary,CA,Tier 3
633480,9,5762.0,Rosedale Union Elementary,CA,Tier 3
633510,3,1433.0,Roseland,CA,Tier 1
633570,5,2341.0,Rosemead Elementary,CA,Tier 2
633600,20,10992.0,Roseville City Elementary,CA,Tier 4
633630,8,10608.0,Roseville Joint Union High,CA,Tier 4
633660,1,376.0,Ross Elementary,CA,Tier 1
633690,1,61.0,Round Valley Joint Elementary,CA,Tier 1
633720,3,433.0,Round Valley Unified,CA,Tier 1
633750,22,12731.0,Rowland Unified,CA,Tier 4
633840,73,40431.0,Sacramento City Unified,CA,Tier 4
633860,35,24207.0,Saddleback Valley Unified,CA,Tier 4
633900,6,2242.0,Salida Union Elementary,CA,Tier 2
633930,14,8271.0,Salinas City Elementary,CA,Tier 3
633980,12,16423.0,Salinas Union High,CA,Tier 4
634050,1,120.0,San Antonio Union Elementary,CA,Tier 1
634080,1,111.0,San Ardo Union Elementary,CA,Tier 1
634140,2,3349.0,San Benito High,CA,Tier 2
634170,75,46541.0,San Bernardino City Unified,CA,Tier 4
634230,6,2274.0,San Bruno Park Elementary,CA,Tier 2
634290,9,2870.0,San Carlos Elementary,CA,Tier 2
634320,176,97546.0,San Diego Unified,CA,Tier 4
634380,10,12964.0,San Dieguito Union High,CA,Tier 4
634410,114,51736.0,San Francisco Unified,CA,Tier 4
634425,8,4796.0,San Gabriel Unified,CA,Tier 3
634440,14,9902.0,San Jacinto Unified,CA,Tier 3
634590,42,27345.0,San Jose Unified,CA,Tier 4
634620,68,38320.0,San Juan Unified,CA,Tier 4
634680,12,8797.0,San Leandro Unified,CA,Tier 3
634710,17,9404.0,San Lorenzo Unified,CA,Tier 3
634740,6,2430.0,San Lorenzo Valley Unified,CA,Tier 2
634770,1,71.0,San Lucas Union Elementary,CA,Tier 1
634800,16,7330.0,San Luis Coastal Unified,CA,Tier 3
634860,4,2809.0,San Marino Unified,CA,Tier 2
634880,19,19743.0,San Marcos Unified,CA,Tier 4
634920,22,10953.0,San Mateo-Foster City,CA,Tier 4
634980,8,9171.0,San Mateo Union High,CA,Tier 3
635010,2,593.0,San Miguel Joint Union,CA,Tier 1
635040,1,501.0,San Pasqual Union Elementary,CA,Tier 1
635070,5,609.0,San Pasqual Valley Unified,CA,Tier 1
635090,9,4401.0,San Rafael City Elementary,CA,Tier 3
635110,3,2642.0,San Rafael City High,CA,Tier 2
635130,37,30320.0,San Ramon Valley Unified,CA,Tier 4
635220,7,4415.0,San Ysidro Elementary,CA,Tier 3
635250,20,12622.0,Sanger Unified,CA,Tier 4
635310,54,44029.0,Santa Ana Unified,CA,Tier 4
635430,27,14780.0,Santa Clara Unified,CA,Tier 4
635490,1,55.0,Santa Clara Elementary,CA,Tier 1
635590,5,1683.0,Santa Cruz City Elementary,CA,Tier 1
635600,9,4631.0,Santa Cruz City High,CA,Tier 3
635670,4,8953.0,Santa Maria Joint Union High,CA,Tier 3
635700,17,9914.0,Santa Monica-Malibu Unified,CA,Tier 3
635790,7,3470.0,Santa Rita Union Elementary,CA,Tier 2
635810,12,4546.0,Santa Rosa Elementary,CA,Tier 3
635830,12,10696.0,Santa Rosa High,CA,Tier 4
635850,2,864.0,Santa Ynez Valley Union High,CA,Tier 1
635880,11,6469.0,Santee,CA,Tier 3
635910,5,1657.0,Saratoga Union Elementary,CA,Tier 1
635940,1,77.0,Saucelito Elementary,CA,Tier 1
635970,15,9070.0,Saugus Union,CA,Tier 3
636000,1,111.0,Sausalito Marin City,CA,Tier 1
636030,4,1947.0,Savanna Elementary,CA,Tier 1
636100,1,188.0,Scotia Union Elementary,CA,Tier 1
636180,2,414.0,Sebastopol Union Elementary,CA,Tier 1
636210,1,393.0,Seeley Union Elementary,CA,Tier 1
636240,1,9.0,Seiad Elementary,CA,Tier 1
636270,12,6050.0,Selma Unified,CA,Tier 3
636330,1,170.0,Semitropic Elementary,CA,Tier 1
636360,2,340.0,Sequoia Union Elementary,CA,Tier 1
636390,6,8951.0,Sequoia Union High,CA,Tier 3
636420,1,187.0,Shaffer Union Elementary,CA,Tier 1
636450,3,282.0,Shandon Joint Unified,CA,Tier 1
636570,1,114.0,Shasta Union Elementary,CA,Tier 1
636600,5,4241.0,Shasta Union High,CA,Tier 3
636660,2,182.0,Shiloh Elementary,CA,Tier 1
636670,6,499.0,Shoreline Unified,CA,Tier 1
636780,5,395.0,Sierra-Plumas Joint Unified,CA,Tier 1
636800,11,4950.0,Sierra Sands Unified,CA,Tier 3
636805,6,1204.0,Sierra Unified,CA,Tier 1
636810,1,18.0,Silver Fork Elementary,CA,Tier 1
636820,9,2014.0,Silver Valley Unified,CA,Tier 2
636840,27,15934.0,Simi Valley Unified,CA,Tier 4
636940,4,537.0,Siskiyou Union High,CA,Tier 1
636960,1,75.0,Snelling-Merced Falls Union Elementary,CA,Tier 1
636970,12,6981.0,Snowline Joint Unified,CA,Tier 3
636972,10,10641.0,Victor Valley Union High,CA,Tier 4
636990,7,2716.0,Solana Beach Elementary,CA,Tier 2
637050,10,4911.0,Soledad Unified,CA,Tier 3
637110,1,607.0,Solvang Elementary,CA,Tier 1
637140,1,230.0,Somis Union,CA,Tier 1
637200,9,3462.0,Sonoma Valley Unified,CA,Tier 2
637230,1,698.0,Sonora Elementary,CA,Tier 1
637260,3,946.0,Sonora Union High,CA,Tier 1
637290,5,1745.0,Soquel Union Elementary,CA,Tier 1
637320,2,476.0,Soulsbyville Elementary,CA,Tier 1
637350,3,481.0,South Bay Union Elementary,CA,Tier 1
637380,13,6444.0,South Bay Union,CA,Tier 3
637470,1,291.0,South Fork Union,CA,Tier 1
637500,5,4696.0,South Pasadena Unified,CA,Tier 3
637530,17,8158.0,South San Francisco Unified,CA,Tier 3
637560,7,2442.0,South Whittier Elementary,CA,Tier 2
637590,8,666.0,Southern Humboldt Joint Unified,CA,Tier 1
637620,6,3366.0,Southern Kern Unified,CA,Tier 2
637630,4,86.0,Southern Trinity Joint Unified,CA,Tier 1
637650,1,205.0,Southside Elementary,CA,Tier 1
637680,1,32.0,Spencer Valley Elementary,CA,Tier 1
637710,2,955.0,Spreckels Union Elementary,CA,Tier 1
637770,1,283.0,Springville Union Elementary,CA,Tier 1
637830,4,1185.0,Saint Helena Unified,CA,Tier 1
637890,4,2913.0,Standard Elementary,CA,Tier 2
637950,6,3429.0,Stanislaus Union Elementary,CA,Tier 2
638010,55,36135.0,Stockton Unified,CA,Tier 4
638040,1,130.0,Stone Corral Elementary,CA,Tier 1
638070,4,81.0,Stony Creek Joint Unified,CA,Tier 1
638130,2,718.0,Strathmore Union Elementary,CA,Tier 1
638220,10,5067.0,Sulphur Springs Union,CA,Tier 3
638250,1,385.0,Summerville Elementary,CA,Tier 1
638280,6,631.0,Summerville Union High,CA,Tier 1
638340,1,756.0,Sundale Union Elementary,CA,Tier 1
638430,1,354.0,Sunnyside Union Elementary,CA,Tier 1
638460,10,5945.0,Sunnyvale,CA,Tier 3
638520,2,121.0,Surprise Valley Joint Unified,CA,Tier 1
638550,3,1061.0,Susanville Elementary,CA,Tier 1
638610,2,808.0,Sutter Union High,CA,Tier 1
638640,28,36461.0,Sweetwater Union High,CA,Tier 4
638670,13,7904.0,Sylvan Union Elementary,CA,Tier 3
638700,6,2322.0,Taft City,CA,Tier 2
638730,2,1094.0,Taft Union High,CA,Tier 1
638770,11,3923.0,Tahoe-Truckee Unified,CA,Tier 2
638790,5,5134.0,Tamalpais Union High,CA,Tier 3
638880,6,3971.0,Tehachapi Unified,CA,Tier 2
638980,8,5477.0,Temple City Unified,CA,Tier 3
639000,7,2316.0,Templeton Unified,CA,Tier 2
639060,2,814.0,Terra Bella Union Elementary,CA,Tier 1
639180,5,1507.0,Thermalito Union Elementary,CA,Tier 1
639210,1,104.0,Three Rivers Union Elementary,CA,Tier 1
639300,1,527.0,Tipton Elementary,CA,Tier 1
639420,32,22324.0,Torrance Unified,CA,Tier 4
639600,1,226.0,Traver Joint Elementary,CA,Tier 1
639630,10,5270.0,Travis Unified,CA,Tier 3
639690,1,61.0,Tres Pinos Union Elementary,CA,Tier 1
639720,1,185.0,Trinidad Union Elementary,CA,Tier 1
639750,1,18.0,Trinity Center Elementary,CA,Tier 1
639840,2,259.0,Trona Joint Unified,CA,Tier 1
639870,17,9319.0,Tulare City,CA,Tier 3
639930,7,5120.0,Tulare Joint Union High,CA,Tier 3
639940,3,407.0,Tulelake Basin Joint Unified,CA,Tier 1
640150,28,22651.0,Tustin Unified,CA,Tier 4
640200,2,253.0,Twain Harte,CA,Tier 1
640230,4,1099.0,Twin Hills Union Elementary,CA,Tier 1
640260,1,123.0,Two Rock Union,CA,Tier 1
640300,11,5909.0,Ukiah Unified,CA,Tier 3
640320,8,5723.0,Union Elementary,CA,Tier 3
640380,2,689.0,Union Hill Elementary,CA,Tier 1
640590,16,12410.0,Vacaville Unified,CA,Tier 4
640650,2,1003.0,Valle Lindo Elementary,CA,Tier 1
640680,4,543.0,Vallecito Union,CA,Tier 1
640710,1,187.0,Vallecitos Elementary,CA,Tier 1
640740,20,11064.0,Vallejo City Unified,CA,Tier 4
640800,1,144.0,Valley Home Joint Elementary,CA,Tier 1
640980,27,15856.0,Ventura Unified,CA,Tier 4
641040,19,12350.0,Victor Elementary,CA,Tier 4
641130,2,666.0,Vineland Elementary,CA,Tier 1
641160,42,28862.0,Visalia Unified,CA,Tier 4
641190,28,19702.0,Vista Unified,CA,Tier 4
641220,1,25.0,Vista del Mar Union,CA,Tier 1
641250,7,3459.0,Walnut Creek Elementary,CA,Tier 2
641280,15,13483.0,Walnut Valley Unified,CA,Tier 4
641400,6,3455.0,Wasco Union Elementary,CA,Tier 2
641430,2,1919.0,Wasco Union High,CA,Tier 1
641460,1,446.0,Washington Colony Elementary,CA,Tier 1
641580,13,7507.0,Washington Unified,CA,Tier 3
641610,4,791.0,Washington Union Elementary,CA,Tier 1
641790,2,808.0,Waugh Elementary,CA,Tier 1
641820,1,224.0,Waukena Joint Union Elementary,CA,Tier 1
641880,4,2960.0,Weaver Union,CA,Tier 2
641980,1,298.0,Weed Union Elementary,CA,Tier 1
642000,15,8222.0,West Covina Unified,CA,Tier 3
642060,2,635.0,West Park Elementary,CA,Tier 1
642120,12,9172.0,Westside Union Elementary,CA,Tier 3
642140,13,7049.0,Western Placer Unified,CA,Tier 3
642150,17,8603.0,Westminster,CA,Tier 3
642180,1,369.0,Westmorland Union Elementary,CA,Tier 1
642210,1,180.0,Westside Elementary,CA,Tier 1
642270,1,157.0,West Side Union Elementary,CA,Tier 1
642300,2,189.0,Westwood Unified,CA,Tier 1
642330,4,1278.0,Wheatland,CA,Tier 1
642350,3,932.0,Wheatland Union High,CA,Tier 1
642420,1,52.0,Whitmore Union Elementary,CA,Tier 1
642450,12,5833.0,Whittier City Elementary,CA,Tier 3
642480,7,11201.0,Whittier Union High,CA,Tier 4
642510,16,21735.0,William S. Hart Union High,CA,Tier 4
642540,4,1338.0,Williams Unified,CA,Tier 1
642560,6,1502.0,Willits Unified,CA,Tier 1
642580,4,360.0,Laytonville Unified,CA,Tier 1
642600,1,34.0,Willow Creek Elementary,CA,Tier 1
642630,1,12.0,Willow Grove Union Elementary,CA,Tier 1
642710,4,1363.0,Willows Unified,CA,Tier 1
642750,1,217.0,Wilmar Union Elementary,CA,Tier 1
642810,3,1206.0,Wilsona Elementary,CA,Tier 1
642900,1,120.0,Winship-Robbins,CA,Tier 1
642930,5,1525.0,Winters Joint Unified,CA,Tier 1
642960,4,1944.0,Winton,CA,Tier 1
643080,19,9289.0,Woodland Joint Unified,CA,Tier 3
643140,1,368.0,Woodside Elementary,CA,Tier 1
643170,1,422.0,Woodville Union Elementary,CA,Tier 1
643200,3,1303.0,Wright Elementary,CA,Tier 1
643380,3,901.0,Yreka Union Elementary,CA,Tier 1
643410,3,697.0,Yreka Union High,CA,Tier 1
643470,17,11981.0,Yuba City Unified,CA,Tier 4
643560,14,8691.0,Yucaipa-Calimesa Joint Unified,CA,Tier 3
684500,43,21081.0,Irvine Unified,CA,Tier 4
691001,2,12.0,Amador County Office of Education,CA,Tier 1
691002,7,370.0,Butte County Office of Education,CA,Tier 1
691003,4,493.0,Calaveras County Office of Education,CA,Tier 1
691004,2,20.0,Colusa County Office of Education,CA,Tier 1
691005,5,374.0,Contra Costa County Office of Education,CA,Tier 1
691006,6,825.0,El Dorado County Office of Education,CA,Tier 1
691007,4,791.0,Fresno County Office of Education,CA,Tier 1
691008,3,346.0,Glenn County Office of Education,CA,Tier 1
691009,5,250.0,Humboldt County Office of Education,CA,Tier 1
691010,4,725.0,Imperial County Office of Education,CA,Tier 1
691011,2,13.0,Inyo County Office of Education,CA,Tier 1
691012,4,2222.0,Kern County Office of Education,CA,Tier 2
691013,3,326.0,Kings County Office of Education,CA,Tier 1
691014,3,23.0,Lake County Office of Education,CA,Tier 1
691015,3,10.0,Lassen County Office of Education,CA,Tier 1
691017,5,734.0,Madera County Superintendent of Schools,CA,Tier 1
691018,4,288.0,Marin County Office of Education,CA,Tier 1
691019,3,99.0,Mendocino County Office of Education,CA,Tier 1
691020,8,1472.0,Merced County Office of Education,CA,Tier 1
691021,4,717.0,Monterey County Office of Education,CA,Tier 1
691022,3,104.0,Napa County Office of Education,CA,Tier 1
691023,8,1388.0,Nevada County Office of Education,CA,Tier 1
691024,5,2773.0,Orange County Department of Education,CA,Tier 2
691025,5,442.0,Placer County Office of Education,CA,Tier 1
691026,5,1444.0,Riverside County Office of Education,CA,Tier 1
691027,7,963.0,Sacramento County Office of Education,CA,Tier 1
691028,4,21.0,San Benito County Office of Education,CA,Tier 1
691029,3,2028.0,San Bernardino County Office of Education,CA,Tier 2
691030,8,1147.0,San Diego County Office of Education,CA,Tier 1
691031,3,1703.0,San Joaquin County Office of Education,CA,Tier 1
691032,4,321.0,San Luis Obispo County Office of Education,CA,Tier 1
691033,5,143.0,San Mateo County Office of Education,CA,Tier 1
691034,3,102.0,Santa Barbara County Office of Education,CA,Tier 1
691035,4,1494.0,Santa Clara County Office of Education,CA,Tier 1
691036,4,1052.0,Santa Cruz County Office of Education,CA,Tier 1
691037,4,188.0,Shasta County Office of Education,CA,Tier 1
691038,1,83.0,Siskiyou County Office of Education,CA,Tier 1
691040,3,380.0,Sonoma County Office of Education,CA,Tier 1
691041,5,816.0,Stanislaus County Office of Education,CA,Tier 1
691042,3,348.0,Sutter County Office of Education,CA,Tier 1
691043,3,125.0,Tehama County Department of Education,CA,Tier 1
691044,3,7.0,Trinity County Office of Education,CA,Tier 1
691045,5,1560.0,Tulare County Office of Education,CA,Tier 1
691046,4,103.0,Tuolumne County Superintendent of Schools,CA,Tier 1
691047,5,658.0,Ventura County Office of Education,CA,Tier 1
691048,4,513.0,Yuba County Office of Education,CA,Tier 1
691049,3,206.0,Yolo County Office of Education,CA,Tier 1
691051,5,289.0,Alameda County Office of Education,CA,Tier 1
691052,5,203.0,Mono County Office of Education,CA,Tier 1
691058,1,0.0,Alpine County Office of Education,CA,Tier 1
691063,3,429.0,Del Norte County Office of Education,CA,Tier 1
691078,9,1679.0,Los Angeles County Office of Education,CA,Tier 1
691090,3,40.0,Mariposa County Office of Education,CA,Tier 1
691093,1,24.0,Modoc County Office of Education,CA,Tier 1
691102,3,20.0,Plumas County Office of Education,CA,Tier 1
691111,4,171.0,San Francisco County Office of Education,CA,Tier 1
691120,1,0.0,Sierra County Office of Education,CA,Tier 1
691122,3,358.0,Solano County Office of Education,CA,Tier 1
691134,6,1520.0,Golden Plains Unified,CA,Tier 1
691135,23,19287.0,Val Verde Unified,CA,Tier 4
691136,3,1015.0,Aromas - San Juan Unified,CA,Tier 1
691137,3,278.0,Big Oak Flat-Groveland Unified,CA,Tier 1
800001,2,173.0,Cheyenne County School District No. Re-5,CO,Tier 1
800004,1,388.0,DENVER 1,CO,Tier 1
800016,4,906.0,Yuma 1 School District,CO,Tier 1
800017,2,747.0,Wray RD-2 School District,CO,Tier 1
800018,2,197.0,Idalia RJ-3 School District,CO,Tier 1
800019,1,65.0,Liberty J-4 School District,CO,Tier 1
800020,43,20749.0,State Charter School Institute,CO,Tier 4
800023,1,162.0,Colorado School for the Deaf and Blind,CO,Tier 1
800282,5,5123.0,EDUCATION REENVISIONED BOCES,CO,Tier 3
800286,6,0.0,Division of Youth Services,CO,Tier 1
800292,1,132.0,Colorado River BOCES,CO,Tier 1
801920,40,25711.0,Academy School District No. 20 in the county of El Paso an,CO,Tier 4
801950,13,6066.0,School District N. 14 in the county of Adams & State of Colo,CO,Tier 3
801980,2,73.0,Agate School District No. 300,CO,Tier 1
802010,2,100.0,Aguilar Reorganized School District No. 6,CO,Tier 1
802040,2,392.0,Akron School District No. R-1,CO,Tier 1
802070,5,2176.0,Alamosa School District No. Re-11J,CO,Tier 2
802130,3,156.0,South Conejos School District No. Re10,CO,Tier 1
802190,5,1599.0,Archuleta County School District No. 50 Jt,CO,Tier 1
802220,2,98.0,Arickaree School District No. R-2,CO,Tier 1
802260,1,155.0,Arriba-Flagler Consolidated School District No. 20,CO,Tier 1
802280,5,1594.0,Aspen School District No. 1 in the county of Pitkin and Sta,CO,Tier 1
802310,3,901.0,Weld County School District No. Re-9,CO,Tier 1
802340,64,37889.0,Aurora Joint District No. 28 of the counties of Adams and A,CO,Tier 4
802370,3,763.0,Platte Canyon School District No. 1 of  the county of Park,CO,Tier 1
802400,4,1314.0,Bayfield School District No. 10Jt-R,CO,Tier 1
802430,5,1175.0,Bennett School District No. 29J,CO,Tier 1
802460,1,105.0,Bethune School District No. R- 5,CO,Tier 1
802490,56,29239.0,Boulder Valley School District No. Re2,CO,Tier 4
802520,2,594.0,Branson Reorganized School District No. 82,CO,Tier 1
802550,2,175.0,School District No. Re-10 in the county of Weld and State o,CO,Tier 1
802580,28,19203.0,School District 27J,CO,Tier 4
802610,4,1329.0,School District No. Re-2 Brush,CO,Tier 1
802640,5,962.0,Buena Vista School District No. R-31,CO,Tier 1
802670,3,747.0,Burlington Public School District No. RE-6J,CO,Tier 1
802700,10,5359.0,Byers School District No. 32J,CO,Tier 3
802730,2,453.0,Calhan District No. RJ1,CO,Tier 1
802760,2,51.0,Campo School District No. Re-6,CO,Tier 1
802790,8,3275.0,Fremont Re-1,CO,Tier 2
802850,5,595.0,Center Consolidated School District No. 26 Jt. of the count,CO,Tier 1
802880,1,219.0,Cheraw School District No. 31 in the county of Otero and S,CO,Tier 1
802910,70,54184.0,Cherry Creek School District No. 5 in the county of Arapah,CO,Tier 4
802940,12,5270.0,Cheyenne Mountain School District No. 12 in the county of E,CO,Tier 3
803000,5,682.0,Clear Creek School District No. Re-1,CO,Tier 1
803030,4,356.0,Plateau Valley School District No. 50 in the county of Mesa,CO,Tier 1
803060,56,23876.0,Colorado Springs School District No. 11 in the county of E,CO,Tier 4
803090,11,2607.0,Montezuma-Cortez School District No. Re-1,CO,Tier 2
803120,2,187.0,Fremont Re-3,CO,Tier 1
803150,1,81.0,Creede School District,CO,Tier 1
803180,2,336.0,Cripple Creek-Victor School District No. Re-1,CO,Tier 1
803210,2,395.0,Crowley County School District No. Re-1-J,CO,Tier 1
803240,1,171.0,De Beque Joint District No. 49 of the counties of Mesa and,CO,Tier 1
803270,2,254.0,Deer Trail School District No. 26J,CO,Tier 1
803300,2,382.0,Upper Rio Grande School District C-7,CO,Tier 1
803330,17,4793.0,Delta County Joint District No. 50,CO,Tier 3
803360,205,89081.0,School District No. 1 in the county of Denver and State of C,CO,Tier 4
803390,3,669.0,Dolores School District No. Re-4A,CO,Tier 1
803420,2,230.0,Dolores County School District RE-2J,CO,Tier 1
803450,90,62979.0,Douglas County School District No. Re 1,CO,Tier 4
803480,15,6931.0,Durango School District No. 9-R,CO,Tier 3
803510,3,215.0,Kiowa County School District No. Re-1,CO,Tier 1
803540,20,6699.0,Eagle County School District No. Re 50,CO,Tier 3
803600,5,1942.0,Weld County School District No. Re-2,CO,Tier 1
803630,3,191.0,Edison Joint District No. 54 of the counties of El Paso and,CO,Tier 1
803690,2,270.0,Elbert School District No. 200,CO,Tier 1
803720,7,2212.0,ELIZABETH SCHOOL DISTRICT,CO,Tier 2
803750,3,1021.0,Ellicott School District No. 22 in the county of El Paso a,CO,Tier 1
803780,9,2460.0,Englewood School District No. 1 in the county of Arapahoe,CO,Tier 2
803810,4,1021.0,Estes Park School District R-3,CO,Tier 1
803840,5,615.0,Park County School District No. Re-2,CO,Tier 1
803870,31,23984.0,El Paso County Colorado School District 49,CO,Tier 4
803930,2,193.0,School District No. Re-3 Frenchman,CO,Tier 1
803960,3,1368.0,Fremont Re-2,CO,Tier 1
803990,51,29417.0,Poudre School District R-1,CO,Tier 4
804020,6,2236.0,Weld re-8 schools,CO,Tier 2
804050,8,3339.0,School District No. Re-3 Fort Morgan,CO,Tier 2
804080,13,8227.0,Fountain School District No. 8 in the county of El Paso an,CO,Tier 3
804110,3,368.0,Fowler School District No. R4J,CO,Tier 1
804140,1,261.0,Sierra Grande School District No. R-30,CO,Tier 1
804200,6,1887.0,Weld County Reorganized School District No. Re-1,CO,Tier 1
804230,2,429.0,Gilpin County School District No. Re-1,CO,Tier 1
804260,13,5292.0,Roaring Fork School District No. Re-1,CO,Tier 3
804290,2,189.0,Granada School District No. Re-1,CO,Tier 1
804320,4,1271.0,East Grand School District No. 2,CO,Tier 1
804350,47,21084.0,Mesa County Valley School District No. 51,CO,Tier 4
804380,4,1159.0,Grand Valley School District No. 16 in the county of Garfi,CO,Tier 1
804410,33,21903.0,GreeleySchool District No. 6 in the county of Weld and Sta,CO,Tier 4
804440,1,61.0,School District No. Re-12 in the county of Weld and State of,CO,Tier 1
804470,7,2074.0,Gunnison Watershed School District Re1J,CO,Tier 2
804500,3,263.0,Hanover School District No. 28 in the county of El Paso an,CO,Tier 1
804530,27,11177.0,Harrison School District No. 2 in the county of El Paso an,CO,Tier 4
804560,2,340.0,Haxtun School District No. Re-2J,CO,Tier 1
804590,3,384.0,Hayden School District No. Re 1,CO,Tier 1
804620,1,65.0,Hinsdale County School District No. Re-1,CO,Tier 1
804650,1,330.0,Hoehne Reorganized School District No. 3,CO,Tier 1
804680,1,278.0,Holly School District No. Re-3,CO,Tier 1
804710,3,584.0,Holyoke School District No. Re-1J,CO,Tier 1
804740,1,222.0,Genoa-Hugo School District No. C-113,CO,Tier 1
804770,3,659.0,Ignacio School District No. 11Jt,CO,Tier 1
804800,165,80088.0,Jefferson County School District No. R-1,CO,Tier 4
804830,6,3738.0,Weld County School District No. Re-5J,CO,Tier 2
804860,3,1021.0,Julesburg School District No. Re1,CO,Tier 1
804890,2,50.0,Karval School District No. Re 23,CO,Tier 1
804920,7,2569.0,Weld County School District RE-3J,CO,Tier 2
804950,3,1030.0,Weld County School District No. Re-7,CO,Tier 1
804980,2,44.0,Kim Reorganized School District No. 88,CO,Tier 1
805010,3,257.0,School District No. C-2 in the county of Elbert and State of,CO,Tier 1
805040,2,97.0,Kit Carson School District No. R-1,CO,Tier 1
805070,2,399.0,West Grand School District No. 1,CO,Tier 1
805100,5,991.0,North Conejos School District No. Re1J,CO,Tier 1
805130,4,1378.0,East Otero School District No. R1,CO,Tier 1
805160,2,206.0,La Veta School District Re-2,CO,Tier 1
805190,5,998.0,Lake County School District No. R-1,CO,Tier 1
805220,6,1539.0,Lamar School District No. Re-2,CO,Tier 1
805250,6,2305.0,Las Animas School District No. Re-1,CO,Tier 2
805280,2,431.0,Limon School District No. Re 4J,CO,Tier 1
805310,24,14132.0,Littleton School District No. 6 in the county of Arapahoe,CO,Tier 4
805340,3,141.0,Lone Star School District No. 101,CO,Tier 1
805370,53,31312.0,St. Vrain Valley School District No. Re1J,CO,Tier 4
805400,33,14821.0,Thompson School District R-2J,CO,Tier 4
805460,4,465.0,Mancos School District Re-6,CO,Tier 1
805490,4,1345.0,Manitou Springs School District No. 14 in the county of El,CO,Tier 1
805520,2,167.0,Manzanola Joint District No. 3J of the counties of Otero a,CO,Tier 1
805550,20,9134.0,Mapleton School District No. 1 in the county of Adams & St,CO,Tier 3
805580,2,214.0,McClave School District No. Re-2,CO,Tier 1
805610,3,681.0,Meeker School District Re1,CO,Tier 1
805640,2,308.0,School District No. Re-4 Buffalo,CO,Tier 1
805670,2,249.0,Miami-Yoder Joint District No. 60 of the counties of El Pas,CO,Tier 1
805700,2,227.0,Moffat School District No. 2 in the county of Saguache and,CO,Tier 1
805730,7,2068.0,Moffat County School District RE: No. 1,CO,Tier 2
805760,6,1164.0,Monte Vista School District No. C-8,CO,Tier 1
805790,14,5836.0,Montrose County School District Re-1J,CO,Tier 3
805820,10,6494.0,Lewis-Palmer Consolidated School District No. 38 in the co,CO,Tier 3
805850,4,266.0,West End School District No. Re-2,CO,Tier 1
805880,1,181.0,Norwood School District No. R-2J,CO,Tier 1
805910,4,307.0,South Routt School District No. Re 3,CO,Tier 1
805940,2,224.0,Otis School District No. R-3,CO,Tier 1
805970,3,187.0,Ouray School District No. R-1 of  the county of Ouray and,CO,Tier 1
806000,2,123.0,Revere School District,CO,Tier 1
806030,2,155.0,School District No. Re-5 Plateau,CO,Tier 1
806060,5,611.0,Peyton School District No. 23 in the county of El Paso and,CO,Tier 1
806090,3,60.0,Pritchett School District No. Re-3,CO,Tier 1
806120,35,15181.0,Pueblo School District No. 60 in the county of Pueblo and,CO,Tier 4
806150,26,10320.0,Pueblo County School District 70,CO,Tier 4
806180,2,493.0,Rangely School District RE4,CO,Tier 1
806210,3,334.0,Ridgway School District No. R-2  of  the county of Ouray a,CO,Tier 1
806240,10,4526.0,Garfield School District No. Re-2,CO,Tier 3
806270,3,719.0,Rocky Ford School District No. R2,CO,Tier 1
806300,1,173.0,Mountain Valley School District No. Re 1,CO,Tier 1
806330,6,1244.0,Salida School District No. R-32,CO,Tier 1
806360,1,224.0,Centennial School District No. R-1,CO,Tier 1
806390,2,358.0,Sanford School District No. 6 in the county of Conejos and,CO,Tier 1
806420,2,240.0,Sangre de Cristo School District No. Re-22J,CO,Tier 1
806450,3,330.0,Sargent School District No. Re-33J,CO,Tier 1
806480,17,9169.0,School District No. 3 in the county of El Paso and State of,CO,Tier 3
806510,1,151.0,Hi-Plains R-23,CO,Tier 1
806540,5,1246.0,Sheridan School District No. 2,CO,Tier 1
806570,3,83.0,Silverton School District No. 1 in the county of San Juan,CO,Tier 1
806600,3,298.0,Big Sandy School District No. 100J,CO,Tier 1
806630,2,297.0,Springfield School District No. Re-4,CO,Tier 1
806660,7,2567.0,Steamboat Springs School District No. Re 2,CO,Tier 2
806690,7,2104.0,School District No. Re-1 Valley,CO,Tier 2
806720,2,211.0,School District No. Re-11 in the county of Weld and State of,CO,Tier 1
806750,4,1072.0,Strasburg School District 31J,CO,Tier 1
