LEAID,#schools,#students,district,state,Tier
3023670,3,279.0,Scobey K-12 Schools,MT,Tier 1
3023730,2,157.0,Seeley Lake Elem,MT,Tier 1
3023900,4,342.0,Shelby Elem,MT,Tier 1
3023910,1,104.0,Shelby H S,MT,Tier 1
3023940,2,522.0,Shepherd Elem,MT,Tier 1
3023970,1,249.0,Shepherd H S,MT,Tier 1
3024150,2,120.0,Sheridan Elem,MT,Tier 1
3024180,1,68.0,Sheridan H S,MT,Tier 1
3024200,3,901.0,Sidney Elem,MT,Tier 1
3024230,1,408.0,Sidney H S,MT,Tier 1
3024300,3,163.0,Sun River Valley Elem,MT,Tier 1
3024330,1,119.0,Simms H S,MT,Tier 1
3024690,1,4.0,Spring Creek Colony Elem,MT,Tier 1
3024810,1,18.0,Springhill Elem,MT,Tier 1
3024930,3,184.0,St Regis K-12 Schools,MT,Tier 1
3024990,4,113.0,Stanford K-12 Schools,MT,Tier 1
3025020,2,640.0,Stevensville Elem,MT,Tier 1
3025050,1,374.0,Stevensville H S,MT,Tier 1
3025130,5,233.0,Centerville Elem,MT,Tier 1
3025140,1,53.0,Centerville H S,MT,Tier 1
3025320,3,137.0,Sunburst K-12 Schools,MT,Tier 1
3025380,1,12.0,Sunset Elem,MT,Tier 1
3025470,3,329.0,Superior K-12 Schools,MT,Tier 1
3025500,2,179.0,Swan River Elem,MT,Tier 1
3025530,2,24.0,Swan Valley Elem,MT,Tier 1
3025560,1,166.0,Sweet Grass County H S,MT,Tier 1
3025890,2,581.0,Target Range Elem,MT,Tier 1
3025950,3,138.0,Terry K-12 Schools,MT,Tier 1
3026070,2,270.0,Thompson Falls Elem,MT,Tier 1
3026100,1,188.0,Thompson Falls H S,MT,Tier 1
3026160,2,523.0,Three Forks Elem,MT,Tier 1
3026190,1,226.0,Three Forks H S,MT,Tier 1
3026400,1,3.0,Trail Creek Elem,MT,Tier 1
3026460,1,22.0,Trego Elem,MT,Tier 1
3026490,1,29.0,Trinity Elem,MT,Tier 1
3026520,2,57.0,Trout Creek Elem,MT,Tier 1
3026550,2,251.0,Troy Elem,MT,Tier 1
3026580,1,135.0,Troy H S,MT,Tier 1
3026640,2,45.0,Turner Elem,MT,Tier 1
3026670,1,18.0,Turner H S,MT,Tier 1
3026730,3,217.0,Twin Bridges K-12 Schools,MT,Tier 1
3026880,3,129.0,Ulm Elem,MT,Tier 1
3027060,3,110.0,Valier Elem,MT,Tier 1
3027090,1,45.0,Valier H S,MT,Tier 1
3027150,1,32.0,Valley View Elem,MT,Tier 1
3027270,3,246.0,Victor K-12 Schools,MT,Tier 1
3027340,1,35.0,Vida Elem,MT,Tier 1
3027570,2,711.0,West Valley Elem,MT,Tier 1
3027630,3,283.0,West Yellowstone K-12,MT,Tier 1
3027730,3,52.0,Westby K-12 Schools,MT,Tier 1
3027740,2,1280.0,Whitefish Elem,MT,Tier 1
3027790,1,588.0,Whitefish H S,MT,Tier 1
3027810,2,319.0,Whitehall Elem,MT,Tier 1
3027840,1,146.0,Whitehall H S,MT,Tier 1
3027930,3,43.0,Whitewater K-12 Schools,MT,Tier 1
3028020,3,153.0,Wibaux K-12 Schools,MT,Tier 1
3028140,2,36.0,Willow Creek Elem,MT,Tier 1
3028170,1,8.0,Willow Creek H S,MT,Tier 1
3028380,3,110.0,Winifred K-12 Schools,MT,Tier 1
3028470,3,62.0,Winnett K-12 Schools,MT,Tier 1
3028500,1,9.0,Wisdom Elem,MT,Tier 1
3028550,1,11.0,Wolf Creek Elem,MT,Tier 1
3028590,3,502.0,Wolf Point Elem,MT,Tier 1
3028620,1,245.0,Wolf Point H S,MT,Tier 1
3028650,2,38.0,Woodman Elem,MT,Tier 1
3028770,3,192.0,White Sulphur Spgs K-12,MT,Tier 1
3028800,2,79.0,Wyola Elem,MT,Tier 1
3028830,1,6.0,Yaak Elem,MT,Tier 1
3028860,2,49.0,Yellowstone Academy Elem,MT,Tier 1
3028910,1,20.0,Zurich Elem,MT,Tier 1
3028911,1,147.0,Rocky Boy H S,MT,Tier 1
3100002,3,654.0,DAVID CITY PUBLIC SCHOOLS,NE,Tier 1
3100003,3,296.0,EAST BUTLER PUBLIC SCHOOLS,NE,Tier 1
3100004,3,432.0,LAUREL-CONCORD-COLERIDGE SCHOOL,NE,Tier 1
3100006,3,740.0,WEST POINT PUBLIC SCHOOLS,NE,Tier 1
3100008,2,433.0,WISNER-PILGER PUBLIC SCHOOLS,NE,Tier 1
3100010,2,255.0,ANSELMO-MERNA PUBLIC SCHOOLS,NE,Tier 1
3100011,5,892.0,BROKEN BOW PUBLIC SCHOOLS,NE,Tier 1
3100012,2,186.0,CALLAWAY PUBLIC SCHOOLS,NE,Tier 1
3100015,3,299.0,CAMBRIDGE PUBLIC SCHOOLS,NE,Tier 1
3100016,23,9920.0,GRAND ISLAND PUBLIC SCHOOLS,NE,Tier 3
3100018,3,228.0,WAUNETA-PALISADE PUBLIC SCHS,NE,Tier 1
3100021,5,2138.0,WAVERLY SCHOOL DISTRICT 145,NE,Tier 2
3100022,12,3919.0,NORTH PLATTE PUBLIC SCHOOLS,NE,Tier 2
3100023,2,289.0,MAXWELL PUBLIC SCHOOLS,NE,Tier 1
3100024,2,344.0,SUTHERLAND PUBLIC SCHOOLS,NE,Tier 1
3100025,2,443.0,ELKHORN VALLEY SCHOOLS,NE,Tier 1
3100029,3,425.0,SUPERIOR PUBLIC SCHOOLS,NE,Tier 1
3100034,3,1033.0,ASHLAND-GREENWOOD PUBLIC SCHS,NE,Tier 1
3100041,2,379.0,STANTON COMMUNITY SCHOOLS,NE,Tier 1
3100046,1,42.0,WEST KEARNEY HIGH SCHOOL,NE,Tier 1
3100047,1,23.0,PINE RIDGE JOB CORPS,NE,Tier 1
3100051,2,16.0,GENEVA NORTH SCHOOL,NE,Tier 1
3100059,1,183.0,UNIVERSITY OF NEBRASKA HIGH SCHOOL,NE,Tier 1
3100065,2,281.0,FRANKLIN PUBLIC SCHOOLS,NE,Tier 1
3100066,2,251.0,SILVER LAKE PUBLIC SCHOOLS,NE,Tier 1
3100067,3,151.0,BANNER COUNTY PUBLIC SCHOOLS,NE,Tier 1
3100070,2,384.0,AMHERST PUBLIC SCHOOLS,NE,Tier 1
3100071,2,509.0,TEKAMAH-HERMAN COMMUNITY SCHS,NE,Tier 1
3100072,2,141.0,LEYTON PUBLIC SCHOOLS,NE,Tier 1
3100073,2,177.0,ARNOLD PUBLIC SCHOOLS,NE,Tier 1
3100076,2,193.0,SCRIBNER-SNYDER COMMUNITY SCHS,NE,Tier 1
3100077,3,305.0,DUNDY CO STRATTON PUBLIC SCHS,NE,Tier 1
3100080,2,342.0,ALMA PUBLIC SCHOOLS,NE,Tier 1
3100082,2,178.0,STUART PUBLIC SCHOOLS,NE,Tier 1
3100085,2,730.0,ST PAUL PUBLIC SCHOOLS,NE,Tier 1
3100088,4,2428.0,NORRIS SCHOOL DIST 160,NE,Tier 2
3100089,2,320.0,PALMER PUBLIC SCHOOLS,NE,Tier 1
3100090,2,360.0,BAYARD PUBLIC SCHOOLS,NE,Tier 1
3100091,2,307.0,FULLERTON PUBLIC SCHOOLS,NE,Tier 1
3100095,6,2063.0,CRETE PUBLIC SCHOOLS,NE,Tier 2
3100096,2,239.0,FRIEND PUBLIC SCHOOLS,NE,Tier 1
3100097,3,399.0,MORRILL PUBLIC SCHOOLS,NE,Tier 1
3100098,6,1931.0,GERING PUBLIC SCHOOLS,NE,Tier 1
3100099,2,454.0,CENTENNIAL PUBLIC SCHOOLS,NE,Tier 1
3100105,2,460.0,BRIDGEPORT PUBLIC SCHOOLS,NE,Tier 1
3100109,2,370.0,SOUTHERN VALLEY SCHOOLS,NE,Tier 1
3100110,2,216.0,SOUTH PLATTE PUBLIC SCHOOLS,NE,Tier 1
3100111,2,159.0,EUSTIS-FARNAM PUBLIC SCHOOLS,NE,Tier 1
3100112,4,922.0,LAKEVIEW COMMUNITY SCHOOLS,NE,Tier 1
3100114,2,535.0,LOGAN VIEW PUBLIC SCHOOLS,NE,Tier 1
3100115,3,633.0,NORTH BEND CENTRAL PUBLIC SCHS,NE,Tier 1
3100116,2,448.0,FREEMAN PUBLIC SCHOOLS,NE,Tier 1
3100117,2,344.0,HEARTLAND COMMUNITY SCHOOLS,NE,Tier 1
3100118,3,605.0,FILLMORE CENTRAL PUBLIC SCHS,NE,Tier 1
3100120,2,295.0,HITCHCOCK CO SCH SYSTEM,NE,Tier 1
3100121,2,426.0,DONIPHAN-TRUMBULL PUBLIC SCHS,NE,Tier 1
3100122,8,683.0,SOUTH CENTRAL NEBRASKA UNIFIED 5,NE,Tier 1
3100123,2,255.0,HIGH PLAINS COMMUNITY SCHOOLS,NE,Tier 1
3100124,4,178.0,BRUNING-DAVENPORT UNIFIED SYS,NE,Tier 1
3100125,2,238.0,DILLER-ODELL PUBLIC SCHOOLS,NE,Tier 1
3100129,2,432.0,TWIN RIVER PUBLIC SCHOOLS,NE,Tier 1
3100130,3,364.0,CROSS COUNTY COMMUNITY SCHOOLS,NE,Tier 1
3100132,2,444.0,THAYER CENTRAL COMMUNITY SCHS,NE,Tier 1
3100133,3,163.0,EXETER-MILLIGAN PUBLIC SCHOOLS,NE,Tier 1
3100134,3,228.0,WILCOX-HILDRETH PUBLIC SCHOOLS,NE,Tier 1
3100140,2,196.0,CREEK VALLEY SCHOOLS,NE,Tier 1
3100141,3,215.0,EMERSON-HUBBARD PUBLIC SCHOOLS,NE,Tier 1
3100145,1,0.0,NOVA ALTERNATIVE SCHOOL,NE,Tier 1
3100146,3,0.0,BOYS TOWN INTERIM PRG SCHS,NE,Tier 1
3100147,1,0.0,DOUGLAS COUNTY YOUTH CENTER,NE,Tier 1
3100150,1,0.0,MORTON SCHOOL,NE,Tier 1
3100151,1,0.0,PATHFINDER ED PRG-LANCASTER CO,NE,Tier 1
3100152,1,0.0,CHILD GUIDANCE SCHOOL,NE,Tier 1
3100154,1,0.0,NORTHEAST NE JUVENILE SERVICES,NE,Tier 1
3100157,2,421.0,PERKINS COUNTY SCHOOLS,NE,Tier 1
3100160,1,0.0,PATRICK J THOMAS JUVENILE JUSTICE CNTR,NE,Tier 1
3100163,2,617.0,CHASE COUNTY SCHOOLS,NE,Tier 1
3100165,4,985.0,DOUGLAS CO WEST COMMUNITY SCHS,NE,Tier 1
3100166,1,0.0,UTA HALEE ACADEMY PROGRAM,NE,Tier 1
3100170,4,542.0,GORDON-RUSHVILLE PUBLIC SCHS,NE,Tier 1
3100172,3,440.0,WEST HOLT PUBLIC SCHOOLS,NE,Tier 1
3100174,1,0.0,NEBRASKA YOUTH ACADEMY,NE,Tier 1
3100176,4,484.0,JOHNSON CO CENTRAL PUBLIC SCHS,NE,Tier 1
3100177,1,24.0,NCYF COMMUNITY HIGH SCHOOL,NE,Tier 1
3100178,2,288.0,SOUTHWEST PUBLIC SCHOOLS,NE,Tier 1
3100179,3,317.0,HUMBOLDT TABLE ROCK STEINAUER,NE,Tier 1
3100181,1,0.0,ALEGENT/IMMANUEL RTC,NE,Tier 1
3100183,3,284.0,HOWELLS-DODGE CONSOLIDATED SCHOOLS,NE,Tier 1
3100184,4,254.0,RIVERSIDE PUBLIC SCHOOLS,NE,Tier 1
3100185,4,298.0,CENTRAL VALLEY PUBLIC SCHOOLS,NE,Tier 1
3100186,1,0.0,OMAHA HOME FOR BOYS SCHOOL,NE,Tier 1
3100187,4,364.0,BOYD COUNTY SCHOOLS,NE,Tier 1
3100188,1,0.0,YOUTH CARE AND BEYOND LEARNING CENTER,NE,Tier 1
3100189,6,404.0,SUMMERLAND PUBLIC SCHOOLS,NE,Tier 1
3101992,2,495.0,ELMWOOD-MURDOCK PUBLIC SCHOOLS,NE,Tier 1
3102770,3,965.0,ADAMS CENTRAL PUBLIC SCHOOLS,NE,Tier 1
3102790,4,415.0,AINSWORTH COMMUNITY SCHOOLS,NE,Tier 1
3102820,3,646.0,BOONE CENTRAL SCHOOLS,NE,Tier 1
3102880,2,151.0,ALLEN CONSOLIDATED SCHOOLS,NE,Tier 1
3102910,5,1363.0,ALLIANCE PUBLIC SCHOOLS,NE,Tier 1
3103060,2,193.0,ANSLEY PUBLIC SCHOOLS,NE,Tier 1
3103090,2,346.0,ARAPAHOE PUBLIC SCHOOLS,NE,Tier 1
3103120,2,124.0,ARCADIA PUBLIC SCHOOLS,NE,Tier 1
3103130,2,689.0,ARLINGTON PUBLIC SCHOOLS,NE,Tier 1
3103210,2,124.0,ARTHUR COUNTY SCHOOLS,NE,Tier 1
3103330,4,1022.0,AUBURN PUBLIC SCHOOLS,NE,Tier 1
3103360,4,1216.0,AURORA PUBLIC SCHOOLS,NE,Tier 1
3103420,2,304.0,AXTELL COMMUNITY SCHOOLS,NE,Tier 1
3103440,2,298.0,BANCROFT-ROSALIE COMM SCHOOLS,NE,Tier 1
3103540,2,496.0,BATTLE CREEK PUBLIC SCHOOLS,NE,Tier 1
3103600,6,2101.0,BEATRICE PUBLIC SCHOOLS,NE,Tier 2
3103810,21,9386.0,BELLEVUE PUBLIC SCHOOLS,NE,Tier 3
3103990,6,3589.0,BENNINGTON PUBLIC SCHOOLS,NE,Tier 2
3104020,2,250.0,BERTRAND PUBLIC SCHOOLS,NE,Tier 1
3104100,6,2220.0,BLAIR COMMUNITY SCHOOLS,NE,Tier 2
3104140,2,284.0,BLOOMFIELD COMMUNITY SCHOOLS,NE,Tier 1
3104200,2,310.0,BLUE HILL COMMUNITY SCHOOLS,NE,Tier 1
3104290,2,181.0,BRADY PUBLIC SCHOOLS,NE,Tier 1
3104640,2,318.0,BURWELL PUBLIC SCHOOLS,NE,Tier 1
3104870,2,461.0,CEDAR BLUFFS PUBLIC SCHOOLS,NE,Tier 1
3104920,3,751.0,CENTRAL CITY PUBLIC SCHOOLS,NE,Tier 1
3104950,5,716.0,RAYMOND CENTRAL PUBLIC SCHOOLS,NE,Tier 1
3104980,4,969.0,CHADRON PUBLIC SCHOOLS,NE,Tier 1
3105010,2,135.0,CHAMBERS PUBLIC SCHOOLS,NE,Tier 1
3105160,2,240.0,CLARKSON PUBLIC SCHOOLS,NE,Tier 1
3105280,3,163.0,CODY-KILGORE PUBLIC SCHS,NE,Tier 1
3105340,9,4159.0,COLUMBUS PUBLIC SCHOOLS,NE,Tier 3
3105460,4,929.0,COZAD COMMUNITY SCHOOLS,NE,Tier 1
3105520,2,168.0,CRAWFORD PUBLIC SCHOOLS,NE,Tier 1
3105550,2,274.0,CREIGHTON COMMUNITY PUBLIC SCHOOLS,NE,Tier 1
3105630,2,338.0,CROFTON COMMUNITY SCHOOLS,NE,Tier 1
3105910,2,232.0,DESHLER PUBLIC SCHOOLS,NE,Tier 1
3105970,2,441.0,TRI COUNTY PUBLIC SCHOOLS,NE,Tier 1
3109120,2,128.0,HAYES CENTER PUBLIC SCHOOLS,NE,Tier 1
3119560,3,543.0,UMO N HO N NATION PUBLIC SCHS,NE,Tier 1
3162950,2,490.0,CENTURA PUBLIC SCHOOLS,NE,Tier 1
3169840,2,246.0,DORCHESTER PUBLIC SCHOOL,NE,Tier 1
3170020,2,127.0,ELBA PUBLIC SCHOOLS,NE,Tier 1
3170050,2,182.0,ELGIN PUBLIC SCHOOLS,NE,Tier 1
3170110,19,10642.0,ELKHORN PUBLIC SCHOOLS,NE,Tier 4
3170140,2,372.0,ELM CREEK PUBLIC SCHOOLS,NE,Tier 1
3170220,2,212.0,ELWOOD PUBLIC SCHOOLS,NE,Tier 1
3170440,3,918.0,FAIRBURY PUBLIC SCHOOLS,NE,Tier 1
3170530,4,896.0,FALLS CITY PUBLIC SCHOOLS,NE,Tier 1
3170650,2,765.0,FORT CALHOUN COMMUNITY SCHS,NE,Tier 1
3170710,14,4868.0,FREMONT PUBLIC SCHOOLS,NE,Tier 3
3170800,2,228.0,GARDEN COUNTY SCHOOLS,NE,Tier 1
3170980,2,570.0,GIBBON PUBLIC SCHOOLS,NE,Tier 1
3171010,2,215.0,GILTNER PUBLIC SCHOOLS,NE,Tier 1
3171100,3,828.0,GOTHENBURG PUBLIC SCHOOLS,NE,Tier 1
3171220,9,6023.0,GRETNA PUBLIC SCHOOLS,NE,Tier 3
3171370,2,194.0,HAMPTON PUBLIC SCHOOL,NE,Tier 1
3171520,3,384.0,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,NE,Tier 1
3171550,3,248.0,HARVARD PUBLIC SCHOOLS,NE,Tier 1
3171580,7,3672.0,HASTINGS PUBLIC SCHOOLS,NE,Tier 2
3171610,4,205.0,HAY SPRINGS PUBLIC SCHOOLS,NE,Tier 1
3171730,2,396.0,HEMINGFORD PUBLIC SCHOOLS,NE,Tier 1
3171820,2,520.0,HERSHEY PUBLIC SCHOOLS,NE,Tier 1
3171940,4,1038.0,HOLDREGE PUBLIC SCHOOLS,NE,Tier 1
3172000,2,432.0,HOMER COMMUNITY SCHOOLS,NE,Tier 1
3172150,3,287.0,HUMPHREY PUBLIC SCHOOLS,NE,Tier 1
3172210,2,143.0,HYANNIS AREA SCHOOLS,NE,Tier 1
3172335,2,337.0,JOHNSON-BROCK PUBLIC SCHOOLS,NE,Tier 1
3172390,14,6055.0,KEARNEY PUBLIC SCHOOLS,NE,Tier 3
3172420,2,255.0,KENESAW PUBLIC SCHOOLS,NE,Tier 1
3172480,2,97.0,KEYA PAHA COUNTY SCHOOLS,NE,Tier 1
3172570,2,397.0,KIMBALL PUBLIC SCHOOLS,NE,Tier 1
3172720,2,257.0,LEIGH COMMUNITY SCHOOLS,NE,Tier 1
3172780,2,178.0,LEWISTON CONSOLIDATED SCHOOLS,NE,Tier 1
3172810,8,3104.0,LEXINGTON PUBLIC SCHOOLS,NE,Tier 2
3172840,73,41674.0,LINCOLN PUBLIC SCHOOLS,NE,Tier 4
3172910,2,112.0,LITCHFIELD PUBLIC SCHOOLS,NE,Tier 1
3172990,2,256.0,LOOMIS PUBLIC SCHOOLS,NE,Tier 1
3173050,3,675.0,LOUISVILLE PUBLIC SCHOOLS,NE,Tier 1
3173090,2,328.0,LOUP CITY PUBLIC SCHOOLS,NE,Tier 1
3173120,2,74.0,LOUP COUNTY PUBLIC SCHOOLS,NE,Tier 1
3173210,2,274.0,LYONS-DECATUR NORTHEAST SCHS,NE,Tier 1
3173230,4,568.0,MADISON PUBLIC SCHOOLS,NE,Tier 1
3173290,2,631.0,MALCOLM PUBLIC SCHOOLS,NE,Tier 1
3173440,2,161.0,MAYWOOD PUBLIC SCHOOLS,NE,Tier 1
3173470,5,1374.0,MC COOK PUBLIC SCHOOLS,NE,Tier 1
3173500,2,256.0,MC COOL JUNCTION PUBLIC SCHS,NE,Tier 1
3173560,2,61.0,MC PHERSON COUNTY SCHOOLS,NE,Tier 1
3173590,2,261.0,MEAD PUBLIC SCHOOLS,NE,Tier 1
3173600,2,224.0,MEDICINE VALLEY PUBLIC SCHOOLS,NE,Tier 1
3173660,2,207.0,MERIDIAN PUBLIC SCHOOLS,NE,Tier 1
3173710,2,794.0,MILFORD PUBLIC SCHOOLS,NE,Tier 1
3173740,36,23633.0,MILLARD PUBLIC SCHOOLS,NE,Tier 4
3173800,3,168.0,MINATARE PUBLIC SCHOOLS,NE,Tier 1
3173830,4,821.0,MINDEN PUBLIC SCHOOLS,NE,Tier 1
3173890,2,637.0,MITCHELL PUBLIC SCHOOLS,NE,Tier 1
3174040,3,167.0,MULLEN PUBLIC SCHOOLS,NE,Tier 1
3174160,4,1404.0,NEBRASKA CITY PUBLIC SCHOOLS,NE,Tier 1
3174200,2,684.0,CONESTOGA PUBLIC SCHOOLS,NE,Tier 1
3174220,3,365.0,NELIGH-OAKDALE SCHOOLS,NE,Tier 1
3174340,2,186.0,NEWMAN GROVE PUBLIC SCHOOLS,NE,Tier 1
3174370,2,184.0,NIOBRARA PUBLIC SCHOOLS,NE,Tier 1
3174430,12,4444.0,NORFOLK PUBLIC SCHOOLS,NE,Tier 3
3174580,5,1449.0,NORTHWEST PUBLIC SCHOOLS,NE,Tier 1
3174640,2,423.0,OAKLAND CRAIG PUBLIC SCHOOLS,NE,Tier 1
3174760,2,878.0,OGALLALA PUBLIC SCHOOLS,NE,Tier 1
3174820,111,51914.0,OMAHA PUBLIC SCHOOLS,NE,Tier 4
3174850,2,780.0,O'NEILL PUBLIC SCHOOLS,NE,Tier 1
3174940,2,571.0,ORD PUBLIC SCHOOLS,NE,Tier 1
3175000,3,223.0,OSCEOLA PUBLIC SCHOOLS,NE,Tier 1
3175030,2,189.0,OSMOND COMMUNITY SCHOOLS,NE,Tier 1
3175060,2,288.0,OVERTON PUBLIC SCHOOLS,NE,Tier 1
3175210,2,640.0,PALMYRA DISTRICT O R 1,NE,Tier 1
3175270,22,11831.0,PAPILLION LA VISTA COMMUNITY SCHOOLS,NE,Tier 4
3175330,2,290.0,PAWNEE CITY PUBLIC SCHOOLS,NE,Tier 1
3175360,2,202.0,PAXTON CONSOLIDATED SCHOOLS,NE,Tier 1
3175390,2,406.0,PENDER PUBLIC SCHOOLS,NE,Tier 1
3175510,2,685.0,PIERCE PUBLIC SCHOOLS,NE,Tier 1
3175570,2,341.0,PLAINVIEW PUBLIC SCHOOLS,NE,Tier 1
3175630,4,1131.0,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,NE,Tier 1
3175660,4,1437.0,PLATTSMOUTH COMMUNITY SCHOOLS,NE,Tier 1
3175690,2,292.0,PLEASANTON PUBLIC SCHOOLS,NE,Tier 1
3175770,3,453.0,PONCA PUBLIC SCHOOLS,NE,Tier 1
3175810,2,184.0,POTTER-DIX PUBLIC SCHOOLS,NE,Tier 1
3175900,8,3210.0,RALSTON PUBLIC SCHOOLS,NE,Tier 2
3175930,2,268.0,RANDOLPH PUBLIC SCHOOLS,NE,Tier 1
3175960,2,408.0,RAVENNA PUBLIC SCHOOLS,NE,Tier 1
3175990,2,255.0,RED CLOUD COMMUNITY SCHOOLS,NE,Tier 1
3176170,2,249.0,ROCK COUNTY PUBLIC SCHOOLS,NE,Tier 1
3176380,2,90.0,SANDHILLS PUBLIC SCHOOLS,NE,Tier 1
3176400,2,255.0,SANTEE COMMUNITY SCHOOLS,NE,Tier 1
3176410,2,166.0,SARGENT PUBLIC SCHOOLS,NE,Tier 1
3176450,7,2001.0,SCHUYLER COMMUNITY SCHOOLS,NE,Tier 2
3176470,8,3452.0,SCOTTSBLUFF PUBLIC SCHOOLS,NE,Tier 2
3176560,3,1540.0,SEWARD PUBLIC SCHOOLS,NE,Tier 1
3176590,3,397.0,SHELBY - RISING CITY PUBLIC SCHOOLS,NE,Tier 1
3176620,2,267.0,SHELTON PUBLIC SCHOOLS,NE,Tier 1
3176650,2,165.0,SHICKLEY PUBLIC SCHOOLS,NE,Tier 1
3176710,7,1323.0,SIDNEY PUBLIC SCHOOLS,NE,Tier 1
3176800,4,101.0,SIOUX COUNTY PUBLIC SCHOOLS,NE,Tier 1
3176860,8,3734.0,SO SIOUX CITY COMMUNITY SCHS,NE,Tier 2
3176980,2,182.0,ST EDWARD PUBLIC SCHOOLS,NE,Tier 1
3177100,2,195.0,STAPLETON PUBLIC SCHOOLS,NE,Tier 1
3177180,3,372.0,SOUTHERN SCHOOL DISTRICT 1,NE,Tier 1
3177190,2,220.0,STERLING PUBLIC SCHOOLS,NE,Tier 1
3177340,2,203.0,SUMNER-EDDYVILLE-MILLER SCHS,NE,Tier 1
3177520,2,389.0,SUTTON PUBLIC SCHOOLS,NE,Tier 1
3177550,3,771.0,SYRACUSE-DUNBAR-AVOCA SCHOOLS,NE,Tier 1
3177730,2,132.0,THEDFORD PUBLIC SCHOOLS,NE,Tier 1
3178020,6,632.0,VALENTINE COMMUNITY SCHOOLS,NE,Tier 1
3178120,2,143.0,VERDIGRE PUBLIC SCHOOLS,NE,Tier 1
3178210,4,1070.0,WAHOO PUBLIC SCHOOLS,NE,Tier 1
3178240,2,551.0,WAKEFIELD PUBLIC SCHOOLS,NE,Tier 1
3178260,2,192.0,WALLACE PUBLIC SCH DIST 65 R,NE,Tier 1
3178300,2,318.0,WALTHILL PUBLIC SCHOOLS,NE,Tier 1
3178450,2,239.0,WAUSA PUBLIC SCHOOLS,NE,Tier 1
3178520,4,952.0,WAYNE COMMUNITY SCHOOLS,NE,Tier 1
3178540,3,293.0,WEEPING WATER PUBLIC SCHOOLS,NE,Tier 1
3178660,14,6091.0,WESTSIDE COMMUNITY SCHOOLS,NE,Tier 3
3178670,2,106.0,WHEELER CENTRAL SCHOOLS,NE,Tier 1
3178720,3,625.0,WILBER-CLATONIA PUBLIC SCHOOLS,NE,Tier 1
3178810,2,608.0,WINNEBAGO PUBLIC SCHOOLS DISTRICT 17,NE,Tier 1
3178840,2,241.0,WINSIDE PUBLIC SCHOOLS,NE,Tier 1
3178940,3,501.0,WOOD RIVER RURAL SCHOOLS,NE,Tier 1
3178990,3,188.0,WYNOT PUBLIC SCHOOLS,NE,Tier 1
3179050,4,1491.0,YORK PUBLIC SCHOOLS,NE,Tier 1
3179080,2,491.0,YUTAN PUBLIC SCHOOLS,NE,Tier 1
3180010,1,0.0,EDUCATIONAL SERVICE UNIT 01,NE,Tier 1
3180020,1,0.0,EDUCATIONAL SERVICE UNIT 02,NE,Tier 1
3180030,8,136.0,EDUCATIONAL SERVICE UNIT 03,NE,Tier 1
3180040,2,0.0,EDUCATIONAL SERVICE UNIT 04,NE,Tier 1
3180050,1,0.0,EDUCATIONAL SERVICE UNIT 05,NE,Tier 1
3180070,2,0.0,EDUCATIONAL SERVICE UNIT 07,NE,Tier 1
3180080,3,0.0,EDUCATIONAL SERVICE UNIT 08,NE,Tier 1
3180090,2,0.0,EDUCATIONAL SERVICE UNIT 09,NE,Tier 1
3180130,8,97.0,EDUCATIONAL SERVICE UNIT 13,NE,Tier 1
3180150,1,0.0,EDUCATIONAL SERVICE UNIT 15,NE,Tier 1
3200001,70,53223.0,STATE-SPONSORED CHARTER SCHOOLS,NV,Tier 4
3200021,1,234.0,DAVIDSON ACADEMY  SCHOOL DISTRICT,NV,Tier 1
3200023,1,38.0,CORRECTIONAL SCHOOL DISTRICT,NV,Tier 1
3200030,7,3247.0,CHURCHILL COUNTY SCHOOL DISTRICT,NV,Tier 2
3200060,383,319292.0,CLARK COUNTY SCHOOL DISTRICT,NV,Tier 4
3200090,16,5400.0,DOUGLAS COUNTY SCHOOL DISTRICT,NV,Tier 3
3200120,34,9608.0,ELKO COUNTY SCHOOL DISTRICT,NV,Tier 3
3200150,4,101.0,ESMERALDA COUNTY SCHOOL DISTRICT,NV,Tier 1
3200180,3,324.0,EUREKA COUNTY SCHOOL DISTRICT,NV,Tier 1
3200210,15,3306.0,HUMBOLDT COUNTY SCHOOL DISTRICT,NV,Tier 2
3200240,5,1027.0,LANDER COUNTY SCHOOL DISTRICT,NV,Tier 1
3200270,11,886.0,LINCOLN COUNTY SCHOOL DISTRICT,NV,Tier 1
3200300,20,8823.0,LYON COUNTY SCHOOL DISTRICT,NV,Tier 3
3200330,6,572.0,MINERAL COUNTY SCHOOL DISTRICT,NV,Tier 1
3200360,28,5394.0,NYE COUNTY SCHOOL DISTRICT,NV,Tier 3
3200390,14,7836.0,CARSON CITY SCHOOL DISTRICT,NV,Tier 3
3200420,6,642.0,PERSHING COUNTY SCHOOL DISTRICT,NV,Tier 1
3200450,4,448.0,STOREY COUNTY SCHOOL DISTRICT,NV,Tier 1
3200480,115,64988.0,WASHOE COUNTY SCHOOL DISTRICT,NV,Tier 4
3200510,11,1228.0,WHITE PINE COUNTY SCHOOL DISTRICT,NV,Tier 1
3300003,1,614.0,John Stark Regional School District,NH,Tier 1
3300017,2,2628.0,Exeter Region Coop School District,NH,Tier 2
3300030,2,46.0,North Country Charter Academy,NH,Tier 1
3300031,1,296.0,Seacoast Charter School,NH,Tier 1
